purchase_date,purchase_price,quantity,total_price,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,product_category,employee_department,transaction_id,customer_id,product_id,employee_id
8/31/2010,349.54,556,3901.16,PayPal,7918 Oakridge Parkway,Bulasa,,Philippines,0802,Food - Snacks,Human Resources,207,32,25,94
10/5/2005,617.08,374,3594.45,PayPal,14612 Clemons Hill,El Marañón,,Honduras,,Kitchen,Sales,208,573,23,72
3/1/2016,247.68,509,6240.55,credit card,630 Burrows Plaza,Beiyuan,,China,,Home,Sales,209,846,59,84
8/29/2023,376.84,106,4360.55,debit card,8 Fordem Avenue,Bahir Dar,,Ethiopia,,Fitness,Marketing,210,389,1,71
10/4/2011,517.1,595,8345.24,PayPal,4 Barby Alley,Borehbangle,,Indonesia,,Kitchen,Human Resources,211,330,13,76
6/29/2011,5.51,13,9773.0,debit card,10 Luster Park,Kokofata,,Mali,,Clothing - Outerwear,Business Development,212,252,35,42
6/3/2023,737.09,50,1420.61,PayPal,527 Bowman Hill,Samoš,,Serbia,,Food - Condiments,Services,213,759,94,58
3/18/2007,463.8,545,8886.65,credit card,43837 Ridgeview Place,Cipaku,,Indonesia,,Food - Frozen Food,Training,214,95,27,71
11/12/2008,818.53,713,7079.64,debit card,74408 Hanover Drive,Pancanagara,,Indonesia,,Pets,Marketing,215,696,48,89
12/9/2007,460.65,966,5854.57,credit card,22 Homewood Crossing,Pacora,,Panama,,Food - Breakfast,Marketing,216,689,8,88
11/17/2019,662.89,985,766.59,cash,96456 Lawn Terrace,Balas,,Philippines,2007,Smart Home,Sales,217,717,62,6
12/9/2019,354.46,551,3943.06,cash,8881 Arizona Junction,Cangzhou,,China,,Food - Bakery,Services,218,912,4,8
12/9/2014,83.32,259,8859.46,credit card,635 Warbler Crossing,Aldeias de Cima,13,Portugal,4785-364,Wearable Tech,Accounting,219,43,55,65
10/3/2016,453.13,510,8065.33,PayPal,2290 Talmadge Trail,Ananea,,Peru,,Kitchen,Product Management,220,465,2,22
8/9/2008,470.73,72,2017.55,credit card,0 Main Point,Bendosari,,Indonesia,,Outdoor,Accounting,221,408,15,75
7/4/2007,504.77,469,2556.48,cash,28 Ruskin Park,Fanrong,,China,,Food - Frozen Food,Services,222,52,5,99
5/3/2005,153.4,204,8301.08,PayPal,835 Porter Parkway,Washington,DC,United States,20210,Travel,Engineering,223,973,62,26
8/12/2016,496.87,693,5731.49,debit card,61574 Clemons Junction,Verin Artashat,,Armenia,,Office,Business Development,224,641,32,46
5/13/2004,454.99,54,7978.51,PayPal,44415 Butternut Junction,Dzhayrakh,,Russia,309273,Food - Beverages,Accounting,225,195,6,53
2/15/2020,1.33,525,4296.33,PayPal,5 Veith Court,Papër,,Albania,,Food - Frozen Foods,Training,226,735,40,87
12/17/2017,875.34,724,3198.19,credit card,751 Jackson Point,Embajador Martini,,Argentina,6203,Art Supplies,Product Management,227,390,24,8
5/18/2013,435.3,1,5772.44,cash,9903 Doe Crossing Center,Thị Trấn Phù Yên,,Vietnam,,Home,Services,228,978,4,36
12/24/2004,459.4,92,9989.98,PayPal,6 Bashford Center,Xiangjiazhai,,China,,Kitchen,Product Management,229,283,30,72
6/6/2004,45.49,828,8628.75,PayPal,336 Loeprich Way,Tange Zhen,,China,,Food - Nuts,Business Development,230,37,74,88
7/7/2025,469.24,266,2524.87,PayPal,56741 7th Center,Yonago,,Japan,692-0212,Food - Baking Goods,Product Management,231,313,79,88
9/6/2008,43.18,71,5243.77,credit card,286 Nova Street,Hägersten,AB,Sweden,129 07,Food - Dairy Alternatives,Human Resources,232,776,5,83
1/19/2022,404.4,984,8102.87,PayPal,4 Bobwhite Alley,Nevyts’ke,,Ukraine,,Kitchen,Accounting,233,342,58,15
3/17/2025,219.37,259,9404.74,PayPal,361 Bellgrove Crossing,Pindaré Mirim,,Brazil,18745-000,Food - Grains,Research and Development,234,582,81,6
4/29/2016,20.32,549,5171.02,credit card,92 Wayridge Terrace,Tenri,,Japan,639-1156,Kitchen,Services,235,739,96,74
10/26/2007,387.58,562,1641.64,credit card,2 Carey Road,Piotrków Trybunalski,,Poland,97-312,Fitness,Research and Development,236,745,14,25
12/1/2016,321.03,298,3019.32,PayPal,1 Kedzie Crossing,Harbin,,China,,Food - Condiments,Legal,237,261,12,100
11/28/2020,600.11,246,43.54,PayPal,1 Merrick Avenue,Baltimore,MD,United States,21290,Food - Meat,Human Resources,238,263,13,13
12/5/2006,443.88,407,2499.98,credit card,04649 Mallard Pass,Zheleznogorsk-Ilimskiy,,Russia,665654,Food - Snacks,Human Resources,239,974,44,22
4/13/2019,727.03,60,9040.76,PayPal,8 Corben Junction,Ţubarjal,,Saudi Arabia,,Outdoor,Business Development,240,781,64,68
3/4/2007,662.06,990,9097.59,credit card,2996 Mcguire Way,Oesao,,Indonesia,,Food - Condiments,Sales,241,852,8,89
1/16/2024,31.38,707,4576.71,cash,2445 Jenna Hill,Amphoe Sikhiu,,Thailand,30140,Kitchen,Sales,242,110,39,90
5/8/2012,614.69,944,7013.49,debit card,26 Veith Trail,Manjo,,Cameroon,,Food - Salads,Legal,243,299,51,66
1/1/2005,594.6,72,7448.44,debit card,0 Del Sol Pass,Jacksonville,FL,United States,32255,Pets,Marketing,244,623,90,83
2/18/2025,882.99,872,3220.52,PayPal,7 Algoma Court,Dolulolong,,Indonesia,,Footwear,Research and Development,245,295,92,63
8/16/2003,478.72,783,7.33,credit card,4871 Amoth Hill,Vuokatti,,Finland,88610,Home,Human Resources,246,465,27,41
11/18/2020,480.36,923,3848.59,debit card,451 Marcy Street,Uzgen,,Kyrgyzstan,,Food - Produce,Training,247,605,38,78
9/20/2010,234.32,374,4326.64,credit card,5 Ramsey Road,Nōgata,,Japan,822-0034,Food - Snacks,Business Development,248,62,27,81
1/15/2022,120.88,669,1542.54,PayPal,3507 Lyons Alley,Shuhong,,China,,Food - Condiments,Legal,249,800,90,47
12/19/2007,138.52,516,1125.37,cash,307 Leroy Plaza,Ngrayun,,Indonesia,,Outdoor,Product Management,250,26,62,63
2/14/2005,892.96,42,7343.95,PayPal,644 Holy Cross Lane,Kokoshkino,,Russia,601136,Kitchen,Legal,251,413,78,35
9/17/2010,775.68,589,891.5,PayPal,6011 Evergreen Court,Lukou,,China,,Home,Human Resources,252,482,65,34
6/9/2013,270.23,509,539.22,cash,069 Brown Way,San Luis,,Argentina,5209,Food - Meat,Marketing,253,285,35,97
4/13/2019,776.11,235,9101.2,credit card,78 Pepper Wood Point,Zhentou,,China,,Home Appliances,Research and Development,254,205,79,44
6/29/2004,712.33,258,3007.43,credit card,7 Upham Junction,Mistřice,,Czech Republic,687 12,Food - Condiments,Research and Development,255,650,84,79
6/15/2018,435.1,70,1317.0,debit card,2690 Brickson Park Trail,Tours,A3,France,37072 CEDEX 2,Food - Breakfast,Services,256,963,28,65
6/2/2006,264.85,720,702.42,PayPal,9 Mayer Circle,Calimita,,Colombia,520006,Food - Spices,Sales,257,316,52,56
10/3/2024,943.59,122,3434.71,debit card,357 Declaration Terrace,Sunne,S,Sweden,686 24,Food - Dairy,Sales,258,385,24,42
2/11/2003,430.37,72,1652.8,cash,6503 Forest Dale Plaza,Lanling,,China,,Kitchen,Marketing,259,365,77,45
2/25/2003,228.1,54,7914.89,credit card,782 Sauthoff Drive,Santuario,,Colombia,663008,Food - Meat,Sales,260,228,52,48
9/15/2000,917.24,484,378.56,credit card,792 Sunfield Plaza,Kotovsk,,Russia,393194,Food - Meat Substitutes,Marketing,261,239,87,87
4/4/2007,134.16,252,7894.47,PayPal,1692 Village Place,Zvezdara,,Serbia,,Toys,Accounting,262,365,26,85
11/11/2002,22.7,407,6737.65,cash,94 Maryland Circle,Nezvěstice,,Czech Republic,332 04,Home Improvement,Product Management,263,638,8,54
7/21/2018,140.43,533,8471.84,PayPal,5 Dapin Crossing,Fond du Sac,,Mauritius,,Food - Frozen Meals,Legal,264,982,8,59
10/4/2018,238.03,452,8690.83,debit card,2651 Florence Place,Gambēla,,Ethiopia,,Accessories,Business Development,265,242,51,37
11/23/2003,273.21,543,5637.89,credit card,90 Hollow Ridge Road,Zyuzino,,Russia,142817,Food - Frozen Foods,Research and Development,266,120,69,87
2/16/2004,777.72,300,763.89,debit card,041 Anthes Pass,Huping,,China,,Food - Frozen Foods,Human Resources,267,575,83,52
7/18/2018,711.62,553,1145.68,PayPal,10 Corben Point,San Fernando,,Philippines,8711,Electronics,Services,268,270,54,70
8/16/2017,433.91,606,6929.02,PayPal,51 Sunbrook Road,Gonghe,,China,,Toys,Human Resources,269,307,7,31
3/14/2025,608.95,685,6908.39,credit card,4120 Harper Way,Punolu,,Philippines,1114,Food - Snacks,Training,270,235,98,41
10/12/2014,182.65,501,9695.92,debit card,761 Veith Plaza,Strzelce Krajeńskie,,Poland,66-500,Crafts,Marketing,271,813,35,57
1/17/2000,859.48,70,9697.5,debit card,0734 Main Terrace,Ahar,,Iran,,Food - Canned Goods,Services,272,478,71,96
5/3/2001,377.89,378,6911.02,credit card,4 Lawn Place,Majāz al Bāb,,Tunisia,,Food - Meat Alternatives,Training,273,732,44,100
7/4/2023,883.91,339,1980.75,credit card,1442 Rockefeller Place,Xinning,,China,,Kitchen,Marketing,274,739,8,69
11/7/2006,299.61,385,7892.29,PayPal,0 Schurz Hill,Fenghuangdong,,China,,Fitness,Sales,275,73,57,9
10/15/2002,921.92,980,8376.55,cash,2787 Boyd Terrace,Santa Rosa,CA,United States,95405,Home,Accounting,276,121,51,9
4/3/2012,551.41,565,6296.62,PayPal,599 Kings Parkway,Deqing,,China,,Food - Spices,Human Resources,277,309,12,29
7/13/2006,244.77,369,7587.11,debit card,4358 Coolidge Center,Ban Huai Thalaeng,,Thailand,30240,Bathroom,Services,278,367,81,89
4/9/2011,744.61,576,6716.65,cash,437 Leroy Drive,Partang,,China,,Safety,Support,279,111,9,99
7/21/2024,584.27,507,9032.59,credit card,1 Washington Court,Oinoússes,,Greece,,Food - Beverages,Accounting,280,188,38,37
12/16/2004,393.38,760,7409.88,cash,5665 Larry Plaza,Xiangshui,,China,,Outdoor,Research and Development,281,964,35,5
8/12/2002,847.01,237,3743.1,cash,194 Mariners Cove Park,Shiojiri,,Japan,399-0746,Food - Snacks,Services,282,716,93,24
4/21/2016,163.7,550,1497.41,cash,547 Brentwood Lane,Orzu,,Tajikistan,,Clothing - Tops,Human Resources,283,863,6,38
5/22/2014,629.54,89,8488.7,cash,762 Nancy Hill,Aldeia do Bispo,05,Portugal,6090-075,Food - Pasta,Training,284,112,62,35
7/15/2016,380.49,714,137.13,cash,5 Northland Street,Xilin Hot,,China,,Kitchen,Marketing,285,839,82,51
1/19/2008,876.11,877,8667.62,credit card,685 2nd Avenue,Opechenskiy Posad,,Russia,174442,Tools,Human Resources,286,442,5,25
1/16/2002,929.1,706,9804.71,debit card,410 Basil Court,Durazno,,Uruguay,,Food - Condiments,Research and Development,287,565,50,30
8/31/2025,46.54,329,5685.29,credit card,67 Hovde Way,Berehomet,,Ukraine,,Home,Legal,288,510,40,24
3/1/2012,659.55,102,3395.48,cash,9 Eliot Way,Fazenda de Santa Cruz,48,Portugal,9970-244,Clothing - Outerwear,Business Development,289,143,13,8
9/10/2005,337.03,879,335.58,PayPal,0891 Anniversary Place,Kyllíni,,Greece,,Home,Research and Development,290,588,60,79
3/27/2017,306.55,141,5553.82,cash,23770 Vernon Lane,Almalaguês,06,Portugal,3040-426,Automotive,Product Management,291,508,39,63
2/19/2000,333.94,104,6785.52,PayPal,627 Badeau Hill,Banraeaba Village,,Kiribati,,Home,Research and Development,292,122,20,88
11/27/2004,386.42,365,2476.06,credit card,3469 Sycamore Crossing,Temeke,,China,,Kitchen,Sales,293,979,73,46
7/17/2000,483.0,126,8908.54,debit card,90 Messerschmidt Center,Nagareyama,,Japan,270-0164,Food - Salad Toppings,Accounting,294,641,46,85
11/12/2012,991.56,557,1732.53,debit card,0 Mesta Avenue,Warri,,Nigeria,,Beauty,Engineering,295,120,95,31
8/9/2004,426.3,36,5841.77,credit card,62870 Gulseth Crossing,Piteå,BD,Sweden,941 47,Food - Beverages,Marketing,296,278,77,9
5/5/2019,407.02,994,2629.05,PayPal,95 Morrow Place,Catalina,NL,Canada,B2V,Food - Snacks,Business Development,297,400,22,73
9/11/2008,391.76,36,7009.23,PayPal,680 Harper Circle,Zhichanghe,,China,,Food - Seafood,Business Development,298,320,2,78
9/4/2013,755.48,521,9383.65,cash,734 Hazelcrest Terrace,Amiens,B6,France,80048 CEDEX 1,Food - Breakfast,Accounting,299,334,39,40
9/22/2011,326.05,457,4900.6,cash,1280 Morning Hill,Sumberpitu,,Indonesia,,Food - Frozen Foods,Support,300,808,97,7
11/29/2008,536.57,845,9039.69,debit card,27 Nova Lane,Dąbie,,Poland,62-660,Food - Beverages,Sales,301,878,27,19
2/6/2020,78.77,217,4766.94,PayPal,49712 Sachs Drive,Bangunharja,,Indonesia,,Food - Oils,Product Management,302,298,44,44
12/12/2003,805.89,572,3133.07,credit card,18 Comanche Junction,Panyingkiran,,Indonesia,,Garden,Sales,303,396,39,86
11/15/2019,594.24,85,9813.54,cash,147 Lotheville Junction,Xujia,,China,,Fitness,Engineering,304,416,100,84
11/3/2007,337.92,982,6362.32,cash,730 Columbus Place,Xiliguantun,,China,,Food - Bakery,Research and Development,305,860,3,99
11/28/2011,211.22,655,102.77,debit card,08 Valley Edge Hill,Shipaidong,,China,,Food - Condiments,Accounting,306,813,84,29
3/14/2011,735.2,638,4357.36,PayPal,041 Lake View Park,Markaz Mudhaykirah,,Yemen,,Food - Baking & Cooking,Sales,307,970,50,53
7/7/2016,93.97,462,9157.42,credit card,7930 Saint Paul Alley,Nanzhai,,China,,Kitchen,Product Management,308,337,99,73
7/6/2017,855.77,945,9910.33,PayPal,83898 Kenwood Point,Komprachcice,,Poland,46-070,Food - Bakery,Business Development,309,669,15,81
3/24/2023,803.67,363,2761.74,cash,10 Hollow Ridge Street,Jāti,,Pakistan,73061,Food - Cereals,Training,310,797,16,75
11/23/2019,399.63,920,4840.26,debit card,3950 American Center,Xinquan,,China,,Food - Beverages,Product Management,311,604,52,79
11/26/2002,888.54,827,3096.23,cash,04 Bellgrove Pass,Juancheng,,China,,Pets,Legal,312,781,22,59
11/10/2002,224.77,623,6409.71,cash,291 Roth Alley,Batroûn,,Lebanon,,Home,Legal,313,852,70,7
10/12/2009,68.61,822,1903.63,debit card,84633 Tony Center,Ust’-Kut,,Russia,162176,Audio,Research and Development,314,642,12,57
12/19/2009,733.18,583,72.18,PayPal,33106 Washington Place,Oltintopkan,,Tajikistan,,Fitness,Research and Development,315,894,100,23
6/6/2020,603.35,728,2178.4,credit card,8518 Florence Drive,Bautista,,Philippines,2424,Safety,Legal,316,799,18,31
7/6/2025,349.22,389,5200.96,cash,50042 Menomonie Court,Mętków,,Poland,32-503,Food - Frozen Foods,Product Management,317,626,38,39
5/30/2022,461.69,123,2806.08,credit card,9 Pennsylvania Plaza,Delcevo,,Macedonia,2320,Food - Produce,Accounting,318,92,1,44
1/20/2015,912.23,359,4097.93,cash,10216 Morrow Alley,Serra,,Brazil,29160-000,Food - Frozen Meals,Marketing,319,897,44,75
11/18/2007,774.89,388,7691.11,PayPal,30067 Mallory Street,Makarov,,Russia,694903,Audio,Human Resources,320,673,78,52
9/1/2000,759.32,511,4115.56,credit card,6 Sage Center,Tangchi,,China,,Clothing - Pants,Services,321,380,88,88
2/3/2016,711.86,362,485.46,PayPal,2788 3rd Place,Žďár nad Sázavou,,Czech Republic,592 11,Home,Legal,322,954,6,87
5/25/2005,907.34,167,288.27,PayPal,6 Dixon Junction,Schäffern,06,Austria,8243,Food - Frozen Meals,Services,323,689,31,3
8/10/2009,996.89,696,4156.26,cash,465 Thierer Trail,Amsterdam,07,Netherlands,1004,Food - Snacks,Marketing,324,941,43,18
8/13/2011,335.55,719,99.6,cash,0 Heath Place,Gaobu,,China,,Smart Home,Sales,325,33,90,26
12/1/2010,863.76,341,1693.56,cash,66 Corben Trail,Tambir,,Indonesia,,Health,Marketing,326,617,36,10
1/22/2002,355.88,328,1646.17,debit card,7208 Hintze Lane,Atikokan,ON,Canada,K1Y,Photography,Sales,327,649,56,96
7/19/2024,442.89,517,4506.45,cash,40166 Montana Pass,Wugong,,China,,Food - Snacks,Human Resources,328,880,87,77
11/17/2004,332.24,405,2039.94,credit card,68494 Golf View Avenue,San Juan,,Philippines,6227,Kitchen,Product Management,329,313,7,81
2/13/2005,437.96,307,8518.12,debit card,55252 Holy Cross Road,Płońsk,,Poland,09-101,Home,Sales,330,79,93,41
1/28/2014,489.26,580,2198.12,debit card,76003 Lakewood Street,Ribnica na Pohorju,,Slovenia,2364,Food - Salads,Training,331,898,36,60
7/29/2003,591.14,101,109.84,cash,901 West Street,Huangliu,,China,,Garden,Services,332,12,20,23
10/10/2019,941.83,781,3812.82,debit card,931 Raven Circle,Manta,,Ecuador,,Food - Soups,Training,333,762,57,7
12/1/2020,204.54,877,2737.87,credit card,0 Jenifer Place,Alcanena,14,Portugal,2380-015,Food - Pasta,Research and Development,334,234,64,76
6/6/2007,934.52,621,80.49,credit card,3714 Doe Crossing Terrace,Owode,,Nigeria,,Food - Frozen,Legal,335,62,86,20
7/4/2003,19.57,545,5742.28,PayPal,0083 Jana Plaza,Wenquan,,China,,Outdoor,Marketing,336,500,91,52
11/6/2023,273.23,638,8209.93,PayPal,16308 American Ash Plaza,Gaoyi,,China,,Kitchen,Support,337,832,91,18
5/24/2025,460.19,262,1742.28,credit card,34 Kennedy Drive,Manay,,Philippines,7036,Food,Business Development,338,62,39,28
8/26/2012,885.1,981,3927.8,debit card,316 Rusk Circle,Komyshany,,Ukraine,,Food - Snacks,Product Management,339,851,49,62
9/4/2013,0.46,72,3251.7,credit card,2611 Utah Point,Roscoff,A2,France,29688 CEDEX,Food - Snacks,Support,340,664,100,26
6/30/2003,348.66,329,9974.85,debit card,85 Warbler Center,Shiki,,Japan,863-2503,Pets,Training,341,468,72,20
2/4/2014,748.85,806,1427.94,credit card,513 Hoard Hill,Maïné Soroa,,Niger,,Automotive,Sales,342,512,75,95
5/11/2007,754.24,972,1493.99,PayPal,83167 Portage Avenue,Aubenas,B9,France,07204 CEDEX,Kitchen,Legal,343,648,86,23
9/29/2018,601.68,199,9501.76,PayPal,644 Dennis Alley,Himi,,Japan,879-2681,Food - Baking,Sales,344,635,22,22
5/8/2014,794.65,591,8848.43,credit card,04485 Erie Court,Cibeunying,,Indonesia,,Food - Prepared Foods,Research and Development,345,745,28,57
9/18/2000,328.46,502,8363.77,credit card,89 Westend Parkway,Suvorovo,,Bulgaria,9170,Food - Grab-and-Go,Business Development,346,164,14,65
5/17/2013,331.67,467,6707.15,debit card,58 Ridgeview Avenue,El Jícaro,,Guatemala,02004,Food - Grains,Marketing,347,1,67,24
6/15/2010,798.74,28,7599.09,debit card,839 8th Pass,Jakusko,,Nigeria,,Kitchen,Training,348,395,60,65
12/1/2001,812.04,567,664.78,debit card,5573 Rutledge Court,Västervik,H,Sweden,593 62,Outdoor,Services,349,416,22,24
6/29/2017,27.15,313,8306.9,credit card,9161 Ohio Hill,Dongxin,,China,,Food - Dairy,Training,350,143,7,83
2/4/2008,947.13,269,4867.97,debit card,42 Meadow Vale Court,Ocuviri,,Peru,,Food - Condiments,Engineering,351,809,77,90
6/24/2013,879.7,120,7296.76,debit card,4585 Veith Lane,Karanggeneng,,Indonesia,,Food - Sides,Sales,352,463,33,48
10/28/2002,755.93,581,1862.02,PayPal,039 Caliangt Alley,Futaleufú,,Chile,,Food - Snacks,Research and Development,353,767,26,71
11/23/2001,174.85,237,8005.12,cash,42438 Colorado Alley,Liujiachang,,China,,Books,Research and Development,354,723,29,4
3/14/2016,752.17,701,2443.44,cash,68962 Ridgeway Center,Bira,,Russia,679130,Food - Snacks,Legal,355,904,5,15
12/19/2015,751.98,491,87.22,PayPal,31802 Armistice Center,Luksuhin,,Philippines,4221,Food - Meat,Product Management,356,628,4,54
11/13/2000,778.24,412,6156.73,credit card,3561 Granby Hill,Kitahiroshima,,Japan,349-1111,Food - Baking,Engineering,357,246,36,13
1/23/2005,31.41,685,6965.88,credit card,7625 Arapahoe Terrace,Putatbasiun,,Indonesia,,Home,Services,358,395,33,25
1/25/2013,199.07,152,3645.76,PayPal,21377 Heath Plaza,Alvaro Obregon,COA,Mexico,29913,Kitchen,Marketing,359,368,1,63
2/25/2023,421.73,458,819.76,PayPal,48 Barby Way,Lorut,,Armenia,,Smart Home,Accounting,360,603,85,99
1/4/2004,388.66,839,9451.41,credit card,74 Mitchell Parkway,Tanjung Palas,,Indonesia,,Home,Training,361,276,99,31
9/12/2000,590.46,69,8373.3,credit card,2 Florence Pass,El Limon,VER,Mexico,92105,Kitchen,Marketing,362,170,15,59
4/13/2014,440.63,215,4383.41,credit card,893 Shopko Center,Hongwŏn,,North Korea,,Electronics,Marketing,363,191,44,82
2/6/2011,463.31,820,634.08,debit card,6851 Loomis Center,Buerarema,,Brazil,45615-000,Outdoor,Support,364,450,90,21
7/7/2010,580.25,567,7456.85,PayPal,575 Oriole Way,Laocheng,,China,,Food - Baking & Cooking,Support,365,657,6,70
3/4/2008,389.04,715,111.61,credit card,78378 Vera Center,Jatisari,,Indonesia,,Clothing - Tops,Marketing,366,501,66,61
11/9/2011,818.5,447,8770.59,PayPal,90884 Vermont Street,Dzhetygara,,Kazakhstan,,Pets,Training,367,355,33,50
7/22/2016,242.89,811,727.53,credit card,47 Algoma Parkway,Jianqiao,,China,,Kitchen,Services,368,782,88,76
4/16/2012,763.47,628,7659.94,credit card,12260 Clyde Gallagher Trail,Mosteiros,12,Portugal,7340-214,Food - Condiments,Engineering,369,912,91,50
7/7/2009,883.1,473,1187.54,PayPal,45091 Crownhardt Circle,Guijalo,,Philippines,7113,Food - Condiments,Business Development,370,11,36,63
3/8/2007,690.36,647,8241.34,PayPal,7863 Mayer Hill,Fastiv,,Ukraine,,Outdoor,Product Management,371,663,28,78
5/13/2019,3.19,32,9568.18,debit card,66924 Toban Alley,Paraiso,,Philippines,1104,Home,Services,372,779,82,42
10/19/2007,790.09,645,7073.28,debit card,6 Memorial Plaza,Hengjie,,China,,Health,Research and Development,373,146,50,18
8/29/2008,51.35,487,51.13,credit card,498 Kedzie Place,Guli,,China,,Home Appliances,Product Management,374,183,76,21
2/4/2002,435.82,608,2270.22,debit card,60306 Menomonie Place,Sumberejo,,Indonesia,,Food - Vegetables,Product Management,375,95,23,22
6/23/2008,530.52,165,28.29,credit card,87435 Melrose Pass,Jinsha,,China,,Outdoor,Engineering,376,132,82,8
3/7/2002,957.68,574,2559.45,cash,14857 Butternut Hill,Hake,,China,,Audio,Human Resources,377,81,62,53
6/2/2006,9.37,162,1201.67,debit card,48 Lighthouse Bay Place,Amparafaravola,,Madagascar,,Kitchen,Engineering,378,57,52,30
7/8/2021,118.82,957,3663.25,PayPal,82 Larry Crossing,Shangyong,,China,,Food - Snacks,Sales,379,186,98,10
9/5/2011,869.51,142,9970.78,PayPal,0 Stone Corner Street,Cangyou,,China,,Food - Dairy,Support,380,155,50,2
9/22/2020,697.83,133,4444.96,cash,0 Stoughton Circle,Göteborg,O,Sweden,411 10,Food - Snacks,Accounting,381,864,29,42
